2018-01-29 11:09:24,824 - root - INFO - ############################### START ###############################
2018-01-29 11:21:16,323 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18855554444, Spend 0.09306550025939941 seconds
2018-01-29 11:21:16,453 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.12308835983276367 seconds
2018-01-29 11:21:21,877 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 2.075744152069092 seconds
2018-01-29 11:21:21,887 - root - INFO - ###############################  End  ###############################
2018-01-29 11:21:27,493 - root - INFO - 发送邮件成功
2018-01-29 11:26:01,949 - root - INFO - ############################### START ###############################
2018-01-29 11:26:21,099 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 19.145018577575684 seconds
2018-01-29 11:26:21,129 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.017012357711791992 seconds
2018-01-29 11:26:21,856 - root - INFO - SUCCESS    Navigated to http://192.168.1.203:8080/ips/login.real.jsp, Spend 0.7212791442871094 seconds
2018-01-29 11:26:22,006 - root - INFO - SUCCESS    Clear and type element: <id->username> content: admin, Spend 0.14210152626037598 seconds
2018-01-29 11:26:22,105 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.09506916999816895 seconds
2018-01-29 11:26:22,218 - root - INFO - SUCCESS    Clicked element: <id->btnLogin>, Spend 0.10507464408874512 seconds
2018-01-29 11:26:27,274 - root - INFO - SUCCESS    Clicked element: <xpath->html/body/div[10]/div[1]/a>, Spend 0.04697847366333008 seconds
2018-01-29 11:26:27,334 - root - INFO - SUCCESS    Clicked element: <xpath->//div[@id="navMenu"]/ul/li[7]/a/img>, Spend 0.054060935974121094 seconds
2018-01-29 11:26:27,390 - root - INFO - SUCCESS    Switch to frame element: <id->fNav>, Spend 0.05103588104248047 seconds
2018-01-29 11:26:28,509 - root - INFO - SUCCESS    Clicked element: <id->spage.data.tree39>, Spend 1.1098062992095947 seconds
2018-01-29 11:26:28,633 - root - INFO - SUCCESS    Switch to frame out, Spend 0.1170814037322998 seconds
2018-01-29 11:26:29,003 - root - INFO - SUCCESS    Switch to frame element: <id->fMain>, Spend 0.36325526237487793 seconds
2018-01-29 11:26:29,064 - root - INFO - SUCCESS    Switch to frame element: <name->fRight>, Spend 0.04603409767150879 seconds
2018-01-29 11:26:31,257 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.14329266548156738 seconds
2018-01-29 11:26:31,371 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: daxiong, Spend 0.10307192802429199 seconds
2018-01-29 11:26:31,470 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 大熊, Spend 0.0910651683807373 seconds
2018-01-29 11:26:31,683 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.20114350318908691 seconds
2018-01-29 11:26:31,750 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.05904126167297363 seconds
2018-01-29 11:26:31,887 - root - INFO - SUCCESS    Clear and type element: <id->email> content: daxiong@163.com, Spend 0.1300947666168213 seconds
2018-01-29 11:26:32,159 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18826051234, Spend 0.26218295097351074 seconds
2018-01-29 11:26:32,278 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.11007881164550781 seconds
2018-01-29 11:26:35,558 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.020004749298095703 seconds
2018-01-29 11:26:35,632 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: xiaopang, Spend 0.0670475959777832 seconds
2018-01-29 11:26:35,687 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 小胖, Spend 0.04903578758239746 seconds
2018-01-29 11:26:35,753 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.0600430965423584 seconds
2018-01-29 11:26:35,802 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.04403185844421387 seconds
2018-01-29 11:26:35,867 - root - INFO - SUCCESS    Clear and type element: <id->email> content: xiaopang@163.com, Spend 0.05803966522216797 seconds
2018-01-29 11:26:35,935 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18855554444, Spend 0.06204366683959961 seconds
2018-01-29 11:26:36,014 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.0720515251159668 seconds
2018-01-29 11:26:41,230 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 2.1095376014709473 seconds
2018-01-29 11:26:41,251 - root - INFO - ###############################  End  ###############################
2018-01-29 11:26:45,217 - root - INFO - 发送邮件成功
2018-01-29 11:33:36,909 - root - INFO - ############################### START ###############################
2018-01-29 11:33:57,654 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 20.716039180755615 seconds
2018-01-29 11:33:57,694 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.03885698318481445 seconds
2018-01-29 11:33:58,502 - root - INFO - SUCCESS    Navigated to http://192.168.1.203:8080/ips/login.real.jsp, Spend 0.8030436038970947 seconds
2018-01-29 11:33:58,608 - root - INFO - SUCCESS    Clear and type element: <id->username> content: admin, Spend 0.09979844093322754 seconds
2018-01-29 11:33:58,907 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.28813886642456055 seconds
2018-01-29 11:33:59,121 - root - INFO - SUCCESS    Clicked element: <id->btnLogin>, Spend 0.20165705680847168 seconds
2018-01-29 11:34:04,203 - root - INFO - SUCCESS    Clicked element: <xpath->html/body/div[10]/div[1]/a>, Spend 0.07468676567077637 seconds
2018-01-29 11:34:04,265 - root - INFO - SUCCESS    Clicked element: <xpath->//div[@id="navMenu"]/ul/li[7]/a/img>, Spend 0.05411982536315918 seconds
2018-01-29 11:34:04,323 - root - INFO - SUCCESS    Switch to frame element: <id->fNav>, Spend 0.050034284591674805 seconds
2018-01-29 11:34:05,441 - root - INFO - SUCCESS    Clicked element: <id->spage.data.tree39>, Spend 1.1124260425567627 seconds
2018-01-29 11:34:05,707 - root - INFO - SUCCESS    Switch to frame out, Spend 0.2561821937561035 seconds
2018-01-29 11:34:06,519 - root - INFO - SUCCESS    Switch to frame element: <id->fMain>, Spend 0.8002688884735107 seconds
2018-01-29 11:34:06,638 - root - INFO - SUCCESS    Switch to frame element: <name->fRight>, Spend 0.10607504844665527 seconds
2018-01-29 11:34:08,963 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.12007832527160645 seconds
2018-01-29 11:34:09,095 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: daxiong, Spend 0.12608933448791504 seconds
2018-01-29 11:34:09,313 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 大熊, Spend 0.20714640617370605 seconds
2018-01-29 11:34:09,386 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.06704854965209961 seconds
2018-01-29 11:34:09,542 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.14510440826416016 seconds
2018-01-29 11:34:09,669 - root - INFO - SUCCESS    Clear and type element: <id->email> content: daxiong@163.com, Spend 0.11708283424377441 seconds
2018-01-29 11:34:09,785 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18826051234, Spend 0.10607409477233887 seconds
2018-01-29 11:34:10,026 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.2321641445159912 seconds
2018-01-29 11:34:13,372 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.027031898498535156 seconds
2018-01-29 11:34:13,439 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: xiaopang, Spend 0.06204581260681152 seconds
2018-01-29 11:34:13,497 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 小胖, Spend 0.052085161209106445 seconds
2018-01-29 11:34:13,554 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.0500340461730957 seconds
2018-01-29 11:34:13,609 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.05003499984741211 seconds
2018-01-29 11:34:13,674 - root - INFO - SUCCESS    Clear and type element: <id->email> content: xiaopang@163.com, Spend 0.059418439865112305 seconds
2018-01-29 11:34:13,758 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18855554444, Spend 0.08450198173522949 seconds
2018-01-29 11:34:13,824 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.06570553779602051 seconds
2018-01-29 11:34:18,853 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.8874075412750244 seconds
2018-01-29 11:34:18,868 - root - INFO - ###############################  End  ###############################
2018-01-29 11:34:23,796 - root - INFO - 发送邮件成功
2018-01-29 11:36:20,346 - root - INFO - ############################### START ###############################
2018-01-29 11:36:39,369 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 19.01433253288269 seconds
2018-01-29 11:36:39,387 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.005002498626708984 seconds
2018-01-29 11:36:40,085 - root - INFO - SUCCESS    Navigated to http://192.168.1.203:8080/ips/login.real.jsp, Spend 0.6904730796813965 seconds
2018-01-29 11:36:40,175 - root - INFO - SUCCESS    Clear and type element: <id->username> content: admin, Spend 0.08506035804748535 seconds
2018-01-29 11:36:40,241 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.057039737701416016 seconds
2018-01-29 11:36:40,352 - root - INFO - SUCCESS    Clicked element: <id->btnLogin>, Spend 0.10210013389587402 seconds
2018-01-29 11:36:45,422 - root - INFO - SUCCESS    Clicked element: <xpath->html/body/div[10]/div[1]/a>, Spend 0.05203652381896973 seconds
2018-01-29 11:36:45,476 - root - INFO - SUCCESS    Clicked element: <xpath->//div[@id="navMenu"]/ul/li[7]/a/img>, Spend 0.04703712463378906 seconds
2018-01-29 11:36:45,553 - root - INFO - SUCCESS    Switch to frame element: <id->fNav>, Spend 0.0670466423034668 seconds
2018-01-29 11:36:46,663 - root - INFO - SUCCESS    Clicked element: <id->spage.data.tree39>, Spend 1.1001100540161133 seconds
2018-01-29 11:36:46,871 - root - INFO - SUCCESS    Switch to frame out, Spend 0.19513797760009766 seconds
2018-01-29 11:36:47,387 - root - INFO - SUCCESS    Switch to frame element: <id->fMain>, Spend 0.5033571720123291 seconds
2018-01-29 11:36:47,481 - root - INFO - SUCCESS    Switch to frame element: <name->fRight>, Spend 0.07805395126342773 seconds
2018-01-29 11:36:49,622 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.13509654998779297 seconds
2018-01-29 11:36:49,723 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: daxiong, Spend 0.09106588363647461 seconds
2018-01-29 11:36:49,816 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 大熊, Spend 0.08506107330322266 seconds
2018-01-29 11:36:49,885 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.05903935432434082 seconds
2018-01-29 11:36:49,951 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.059041500091552734 seconds
2018-01-29 11:36:50,034 - root - INFO - SUCCESS    Clear and type element: <id->email> content: daxiong@163.com, Spend 0.07605266571044922 seconds
2018-01-29 11:36:50,205 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18826051234, Spend 0.16411757469177246 seconds
2018-01-29 11:36:50,261 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.0480349063873291 seconds
2018-01-29 11:36:53,565 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.04603314399719238 seconds
2018-01-29 11:36:53,641 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: xiaopang, Spend 0.06803679466247559 seconds
2018-01-29 11:36:53,696 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 小胖, Spend 0.05103635787963867 seconds
2018-01-29 11:36:53,751 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.050035953521728516 seconds
2018-01-29 11:36:53,808 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.050035953521728516 seconds
2018-01-29 11:36:53,876 - root - INFO - SUCCESS    Clear and type element: <id->email> content: xiaopang@163.com, Spend 0.06104159355163574 seconds
2018-01-29 11:36:53,935 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18855554444, Spend 0.055039405822753906 seconds
2018-01-29 11:36:54,025 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.08205580711364746 seconds
2018-01-29 11:36:58,870 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.75126314163208 seconds
2018-01-29 11:36:58,877 - root - INFO - ###############################  End  ###############################
2018-01-29 11:37:02,715 - root - INFO - 发送邮件成功
2018-01-29 11:39:17,127 - root - INFO - ############################### START ###############################
2018-01-29 11:39:33,908 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 16.774619102478027 seconds
2018-01-29 11:39:34,257 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.33759403228759766 seconds
2018-01-29 11:39:34,697 - root - INFO - SUCCESS    Navigated to http://192.168.1.203:8080/ips/login.real.jsp, Spend 0.43949270248413086 seconds
2018-01-29 11:39:34,792 - root - INFO - SUCCESS    Clear and type element: <id->username> content: admin, Spend 0.0840609073638916 seconds
2018-01-29 11:39:34,877 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.07805442810058594 seconds
2018-01-29 11:39:34,977 - root - INFO - SUCCESS    Clicked element: <id->btnLogin>, Spend 0.09406757354736328 seconds
2018-01-29 11:39:40,453 - root - INFO - SUCCESS    Clicked element: <xpath->html/body/div[10]/div[1]/a>, Spend 0.4673306941986084 seconds
2018-01-29 11:39:40,534 - root - INFO - SUCCESS    Clicked element: <xpath->//div[@id="navMenu"]/ul/li[7]/a/img>, Spend 0.07305908203125 seconds
2018-01-29 11:39:40,584 - root - INFO - SUCCESS    Switch to frame element: <id->fNav>, Spend 0.02902054786682129 seconds
2018-01-29 11:39:41,728 - root - INFO - SUCCESS    Clicked element: <id->spage.data.tree39>, Spend 1.1366074085235596 seconds
2018-01-29 11:39:41,934 - root - INFO - SUCCESS    Switch to frame out, Spend 0.19415926933288574 seconds
2018-01-29 11:39:42,465 - root - INFO - SUCCESS    Switch to frame element: <id->fMain>, Spend 0.5223691463470459 seconds
2018-01-29 11:39:42,634 - root - INFO - SUCCESS    Switch to frame element: <name->fRight>, Spend 0.14510107040405273 seconds
2018-01-29 11:39:44,798 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.15410780906677246 seconds
2018-01-29 11:39:44,861 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: daxiong, Spend 0.05503988265991211 seconds
2018-01-29 11:39:44,922 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 大熊, Spend 0.05203843116760254 seconds
2018-01-29 11:39:44,983 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.05621981620788574 seconds
2018-01-29 11:39:45,033 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.04403257369995117 seconds
2018-01-29 11:39:45,106 - root - INFO - SUCCESS    Clear and type element: <id->email> content: daxiong@163.com, Spend 0.06804800033569336 seconds
2018-01-29 11:39:45,283 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18826051234, Spend 0.17012500762939453 seconds
2018-01-29 11:39:45,592 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.29921388626098633 seconds
2018-01-29 11:39:48,774 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.03502297401428223 seconds
2018-01-29 11:39:48,848 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: xiaopang, Spend 0.06804943084716797 seconds
2018-01-29 11:39:48,901 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 小胖, Spend 0.047020912170410156 seconds
2018-01-29 11:39:48,952 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.04503154754638672 seconds
2018-01-29 11:39:49,009 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.05103778839111328 seconds
2018-01-29 11:39:49,074 - root - INFO - SUCCESS    Clear and type element: <id->email> content: xiaopang@163.com, Spend 0.05904197692871094 seconds
2018-01-29 11:39:49,133 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18855554444, Spend 0.052037954330444336 seconds
2018-01-29 11:39:49,218 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.07805657386779785 seconds
2018-01-29 11:39:54,132 - root - INFO - SUCCESS    Closed all window and quit the driver, Spend 1.7739238739013672 seconds
2018-01-29 11:39:54,150 - root - INFO - ###############################  End  ###############################
2018-01-29 11:39:59,030 - root - INFO - 发送邮件成功
2018-01-29 11:41:47,121 - root - INFO - ############################### START ###############################
2018-01-29 11:42:03,932 - root - INFO - SUCCESS    Start a new browser: firefox, Spend 16.807156085968018 seconds
2018-01-29 11:42:04,281 - root - INFO - SUCCESS    Set browser window maximized, Spend 0.3436393737792969 seconds
2018-01-29 11:42:04,755 - root - INFO - SUCCESS    Navigated to http://192.168.1.203:8080/ips/login.real.jsp, Spend 0.4626119136810303 seconds
2018-01-29 11:42:04,840 - root - INFO - SUCCESS    Clear and type element: <id->username> content: admin, Spend 0.07805633544921875 seconds
2018-01-29 11:42:04,944 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.0960695743560791 seconds
2018-01-29 11:42:05,031 - root - INFO - SUCCESS    Clicked element: <id->btnLogin>, Spend 0.07805323600769043 seconds
2018-01-29 11:42:10,100 - root - INFO - SUCCESS    Clicked element: <xpath->html/body/div[10]/div[1]/a>, Spend 0.061012983322143555 seconds
2018-01-29 11:42:10,145 - root - INFO - SUCCESS    Clicked element: <xpath->//div[@id="navMenu"]/ul/li[7]/a/img>, Spend 0.03902745246887207 seconds
2018-01-29 11:42:10,229 - root - INFO - SUCCESS    Switch to frame element: <id->fNav>, Spend 0.07605361938476562 seconds
2018-01-29 11:42:11,515 - root - INFO - SUCCESS    Clicked element: <id->spage.data.tree39>, Spend 1.2787373065948486 seconds
2018-01-29 11:42:11,723 - root - INFO - SUCCESS    Switch to frame out, Spend 0.20013999938964844 seconds
2018-01-29 11:42:12,279 - root - INFO - SUCCESS    Switch to frame element: <id->fMain>, Spend 0.5483887195587158 seconds
2018-01-29 11:42:12,397 - root - INFO - SUCCESS    Switch to frame element: <name->fRight>, Spend 0.10207176208496094 seconds
2018-01-29 11:42:14,542 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.13508105278015137 seconds
2018-01-29 11:42:14,616 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: daxiong, Spend 0.06504416465759277 seconds
2018-01-29 11:42:14,700 - root - INFO - SUCCESS    Clear and type element: <id->userName> content: 大熊, Spend 0.07505226135253906 seconds
2018-01-29 11:42:14,805 - root - INFO - SUCCESS    Clear and type element: <id->password> content: 111111, Spend 0.09907102584838867 seconds
2018-01-29 11:42:14,956 - root - INFO - SUCCESS    Clear and type element: <id->confirm> content: 111111, Spend 0.14009857177734375 seconds
2018-01-29 11:42:15,095 - root - INFO - SUCCESS    Clear and type element: <id->email> content: daxiong@163.com, Spend 0.1320943832397461 seconds
2018-01-29 11:42:15,185 - root - INFO - SUCCESS    Clear and type element: <id->phone> content: 18826051234, Spend 0.08105659484863281 seconds
2018-01-29 11:42:15,311 - root - INFO - SUCCESS    Clicked element: <xpath->(//button[@type="button"])[9]>, Spend 0.11908292770385742 seconds
2018-01-29 11:42:18,561 - root - INFO - SUCCESS    Clicked element: <name->btnCreateUser>, Spend 0.03302264213562012 seconds
2018-01-29 11:42:18,628 - root - INFO - SUCCESS    Clear and type element: <id->loginId> content: xiaopang, Spend 0.06204533576965332 seconds
